Participant;Filename;Rating;MOS
01_w_29;m171_barentsburg_d2_2b_MNRU_10DB.wav;14;1.1124912
01_w_29;m171_barentsburg_d3_3a3b_IRS_NB_AMRNB_4_75.wav;32;2.2866744
01_w_29;m171_barentsburg_d3_3c1_SWB_EVS_16_4.wav;45;3.444925
01_w_29;m171_barentsburg_d3_3c2_BP900_2500.wav;10;1
01_w_29;m171_barentsburg_d4_4a4b_HP135_WB_AMRWB_6_6.wav;40;2.9959
01_w_29;m171_barentsburg_d4_4c_ref.wav;51;3.9567478
01_w_29;m263_andorralavella_d1_1a1b_ref.wav;67;4.9285654
01_w_29;m263_andorralavella_d1_1c_12_IRS_NB_AMRNB_4_75.wav;35;2.547375
01_w_29;m263_andorralavella_d2_2b_BP900_2500.wav;38;2.8153296
01_w_29;m263_andorralavella_d3_3a3b_MNRU_10DB.wav;12;1.0474024
01_w_29;m263_andorralavella_d3_3c1_HP135_WB_G722_64.wav;37;2.7254674
01_w_29;m263_andorralavella_d3_3c2_HP135_WB_AMRWB_6_6.wav;46;3.5330608
01_w_29;m263_andorralavella_d4_4a4b_SWB_EVS_16_4.wav;49;3.7913002
01_w_29;m263_andorralavella_d4_4c_IRS_NB_G711_A_64.wav;38;2.8153296
01_w_29;w008_dakar_d1_1a1b_MNRU_10DB.wav;20;1.4013
01_w_29;w008_dakar_d1_1c_06_HP135_WB_AMRWB_6_6.wav;45;3.444925
01_w_29;w008_dakar_d2_2b_HP135_WB_G722_64.wav;50;3.8748
01_w_29;w008_dakar_d3_3a3b_ref.wav;70;5.0098
01_w_29;w008_dakar_d3_3c1_IRS_NB_G711_A_64.wav;57;4.4070394
01_w_29;w008_dakar_d3_3c2_SWB_EVS_16_4.wav;70;5.0098
01_w_29;w008_dakar_d4_4a4b_BP900_2500.wav;22;1.5245584
01_w_29;w008_dakar_d4_4c_IRS_NB_AMRNB_4_75.wav;37;2.7254674
01_w_29;w094_hakupu_d1_1a1b_HP135_WB_AMRWB_6_6.wav;48;3.7064056
01_w_29;w094_hakupu_d1_1c_12_BP900_2500.wav;34;2.4594592
01_w_29;w094_hakupu_d2_2b_IRS_NB_G711_A_64.wav;48;3.7064056
01_w_29;w094_hakupu_d3_3a3b_SWB_EVS_16_4.wav;59;4.5375942
01_w_29;w094_hakupu_d3_3c1_IRS_NB_AMRNB_4_75.wav;33;2.3725066
01_w_29;w094_hakupu_d3_3c2_MNRU_10DB.wav;18;1.2906976
01_w_29;w094_hakupu_d4_4a4b_HP135_WB_G722_64.wav;46;3.5330608
01_w_29;w094_hakupu_d4_4c_ref.wav;28;1.9576936
01_w_29;w125_hamhung_d1_1a1b_IRS_NB_G711_A_64.wav;42;3.1765504
01_w_29;w125_hamhung_d1_1c_03_HP135_WB_AMRWB_6_6.wav;42;3.1765504
01_w_29;w125_hamhung_d2_2b_HP135_WB_G722_64.wav;52;4.0369864
01_w_29;w125_hamhung_d3_3a3b_BP900_2500.wav;22;1.5245584
01_w_29;w125_hamhung_d3_3c1_SWB_EVS_16_4.wav;54;4.1917072
01_w_29;w125_hamhung_d3_3c2_ref.wav;50;3.8748
01_w_29;w125_hamhung_d4_4a4b_MNRU_10DB.wav;21;1.4614258
01_w_29;w125_hamhung_d4_4c_IRS_NB_AMRNB_4_75.wav;28;1.9576936
01_w_29;w148_phuntsholing_d1_1a1b_MNRU_10DB.wav;18;1.2906976
01_w_29;w148_phuntsholing_d1_1c_05_BP900_2500.wav;10;1
01_w_29;w148_phuntsholing_d2_2b_IRS_NB_AMRNB_4_75.wav;43;3.2665126
01_w_29;w148_phuntsholing_d3_3a3b_SWB_EVS_16_4.wav;34;2.4594592
01_w_29;w148_phuntsholing_d3_3c1_HP135_WB_G722_64.wav;45;3.444925
01_w_29;w148_phuntsholing_d3_3c2_ref.wav;41;3.0862938
01_w_29;w148_phuntsholing_d4_4a4b_HP135_WB_AMRWB_6_6.wav;36;2.6360968
01_w_29;w148_phuntsholing_d4_4c_IRS_NB_G711_A_64.wav;37;2.7254674
01_w_29;w174_reykjavik_d1_1a1b_IRS_NB_AMRNB_4_75.wav;22;1.5245584
01_w_29;w174_reykjavik_d1_1c_05_HP135_WB_AMRWB_6_6.wav;31;2.2021198
01_w_29;w174_reykjavik_d2_2b_IRS_NB_G711_A_64.wav;34;2.4594592
01_w_29;w174_reykjavik_d3_3a3b_BP900_2500.wav;38;2.8153296
01_w_29;w174_reykjavik_d3_3c1_SWB_EVS_16_4.wav;43;3.2665126
01_w_29;w174_reykjavik_d3_3c2_HP135_WB_G722_64.wav;34;2.4594592
01_w_29;w174_reykjavik_d4_4a4b_MNRU_10DB.wav;12;1.0474024
01_w_29;w174_reykjavik_d4_4c_ref.wav;70;5.0098
01_w_29;w257_nasinu_d1_1a1b_IRS_NB_AMRNB_4_75.wav;37;2.7254674
01_w_29;w257_nasinu_d1_1c_06_HP135_WB_AMRWB_6_6.wav;36;2.6360968
01_w_29;w257_nasinu_d2_2b_IRS_NB_G711_A_64.wav;47;3.6202734
01_w_29;w257_nasinu_d3_3a3b_ref.wav;61;4.6562818
01_w_29;w257_nasinu_d3_3c1_BP900_2500.wav;29;2.0374722
01_w_29;w257_nasinu_d3_3c2_HP135_WB_G722_64.wav;51;3.9567478
01_w_29;w257_nasinu_d4_4a4b_SWB_EVS_16_4.wav;70;5.0098
01_w_29;w257_nasinu_d4_4c_MNRU_10DB.wav;20;1.4013
02_w_29;m041_bucharest_d1_1a1b_IRS_NB_AMRNB_4_75.wav;32;2.2866744
02_w_29;m041_bucharest_d1_1c_03_SWB_EVS_16_4.wav;70;5.0098
02_w_29;m041_bucharest_d2_2b_HP135_WB_G722_64.wav;70;5.0098
02_w_29;m041_bucharest_d3_3a3b_ref.wav;70;5.0098
02_w_29;m041_bucharest_d3_3c1_HP135_WB_AMRWB_6_6.wav;36;2.6360968
02_w_29;m041_bucharest_d3_3c2_MNRU_10DB.wav;10;1
02_w_29;m041_bucharest_d4_4a4b_IRS_NB_G711_A_64.wav;39;2.9055262
02_w_29;m041_bucharest_d4_4c_BP900_2500.wav;10;1
02_w_29;m061_alrayyan_d1_1a1b_HP135_WB_G722_64.wav;60;4.5985
02_w_29;m061_alrayyan_d1_1c_03_ref.wav;62;4.7107824
02_w_29;m061_alrayyan_d2_2b_MNRU_10DB.wav;10;1
02_w_29;m061_alrayyan_d3_3a3b_BP900_2500.wav;24;1.6592152
02_w_29;m061_alrayyan_d3_3c1_IRS_NB_AMRNB_4_75.wav;52;4.0369864
02_w_29;m061_alrayyan_d3_3c2_SWB_EVS_16_4.wav;66;4.8928288
02_w_29;m061_alrayyan_d4_4a4b_HP135_WB_AMRWB_6_6.wav;30;2.119
02_w_29;m061_alrayyan_d4_4c_IRS_NB_G711_A_64.wav;50;3.8748
02_w_29;m096_helsinki_d1_1a1b_IRS_NB_AMRNB_4_75.wav;17;1.2405354
02_w_29;m096_helsinki_d1_1c_07_MNRU_10DB.wav;10;1
02_w_29;m096_helsinki_d2_2b_IRS_NB_G711_A_64.wav;28;1.9576936
02_w_29;m096_helsinki_d3_3a_01_SWB_EVS_16_4.wav;55;4.265875
02_w_29;m096_helsinki_d3_3c1_HP135_WB_AMRWB_6_6.wav;40;2.9959
02_w_29;m096_helsinki_d3_3c2_ref.wav;60;4.5985
02_w_29;m096_helsinki_d4_4a4b_HP135_WB_G722_64.wav;51;3.9567478
02_w_29;m096_helsinki_d4_4c_BP900_2500.wav;10;1
02_w_29;m097_basseterre_d1_1a1b_MNRU_10DB.wav;10;1
02_w_29;m097_basseterre_d1_1c_08_HP135_WB_AMRWB_6_6.wav;30;2.119
02_w_29;m097_basseterre_d2_2b_ref.wav;70;5.0098
02_w_29;m097_basseterre_d3_3a3b_SWB_EVS_16_4.wav;70;5.0098
02_w_29;m097_basseterre_d3_3c1_HP135_WB_G722_64.wav;70;5.0098
02_w_29;m097_basseterre_d3_3c2_IRS_NB_G711_A_64.wav;40;2.9959
02_w_29;m097_basseterre_d4_4a4b_IRS_NB_AMRNB_4_75.wav;50;3.8748
02_w_29;m097_basseterre_d4_4c_BP900_2500.wav;19;1.3443382
02_w_29;m171_barentsburg_d1_1a1b_HP135_WB_G722_64.wav;66;4.8928288
02_w_29;m171_barentsburg_d1_1c_06_IRS_NB_G711_A_64.wav;30;2.119
02_w_29;m171_barentsburg_d2_2b_MNRU_10DB.wav;11;1.0214118
02_w_29;m171_barentsburg_d3_3a3b_IRS_NB_AMRNB_4_75.wav;35;2.547375
02_w_29;m171_barentsburg_d3_3c1_SWB_EVS_16_4.wav;60;4.5985
02_w_29;m171_barentsburg_d3_3c2_BP900_2500.wav;10;1
02_w_29;m171_barentsburg_d4_4a4b_HP135_WB_AMRWB_6_6.wav;35;2.547375
02_w_29;m171_barentsburg_d4_4c_ref.wav;65;4.853025
02_w_29;m263_andorralavella_d1_1a1b_ref.wav;55;4.265875
02_w_29;m263_andorralavella_d1_1c_12_IRS_NB_AMRNB_4_75.wav;40;2.9959
02_w_29;m263_andorralavella_d2_2b_BP900_2500.wav;10;1
02_w_29;m263_andorralavella_d3_3a3b_MNRU_10DB.wav;10;1
02_w_29;m263_andorralavella_d3_3c1_HP135_WB_G722_64.wav;65;4.853025
02_w_29;m263_andorralavella_d3_3c2_HP135_WB_AMRWB_6_6.wav;34;2.4594592
02_w_29;m263_andorralavella_d4_4a4b_SWB_EVS_16_4.wav;48;3.7064056
02_w_29;m263_andorralavella_d4_4c_IRS_NB_G711_A_64.wav;46;3.5330608
02_w_29;w008_dakar_d1_1a1b_MNRU_10DB.wav;10;1
02_w_29;w008_dakar_d1_1c_06_HP135_WB_AMRWB_6_6.wav;34;2.4594592
02_w_29;w008_dakar_d2_2b_HP135_WB_G722_64.wav;70;5.0098
02_w_29;w008_dakar_d3_3a3b_ref.wav;50;3.8748
02_w_29;w008_dakar_d3_3c1_IRS_NB_G711_A_64.wav;40;2.9959
02_w_29;w008_dakar_d3_3c2_SWB_EVS_16_4.wav;65;4.853025
02_w_29;w008_dakar_d4_4a4b_BP900_2500.wav;19;1.3443382
02_w_29;w008_dakar_d4_4c_IRS_NB_AMRNB_4_75.wav;32;2.2866744
02_w_29;w094_hakupu_d1_1a1b_HP135_WB_AMRWB_6_6.wav;16;1.1940088
02_w_29;w094_hakupu_d1_1c_12_BP900_2500.wav;11;1.0214118
02_w_29;w094_hakupu_d2_2b_IRS_NB_G711_A_64.wav;46;3.5330608
02_w_29;w094_hakupu_d3_3a3b_SWB_EVS_16_4.wav;44;3.3560232
02_w_29;w094_hakupu_d3_3c1_IRS_NB_AMRNB_4_75.wav;49;3.7913002
02_w_29;w094_hakupu_d3_3c2_MNRU_10DB.wav;10;1
02_w_29;w094_hakupu_d4_4a4b_HP135_WB_G722_64.wav;64;4.8093112
02_w_29;w094_hakupu_d4_4c_ref.wav;60;4.5985
02_w_29;w125_hamhung_d1_1a1b_IRS_NB_G711_A_64.wav;35;2.547375
02_w_29;w125_hamhung_d1_1c_03_HP135_WB_AMRWB_6_6.wav;20;1.4013
02_w_29;w125_hamhung_d2_2b_HP135_WB_G722_64.wav;70;5.0098
02_w_29;w125_hamhung_d3_3a3b_BP900_2500.wav;14;1.1124912
02_w_29;w125_hamhung_d3_3c1_SWB_EVS_16_4.wav;70;5.0098
02_w_29;w125_hamhung_d3_3c2_ref.wav;70;5.0098
02_w_29;w125_hamhung_d4_4a4b_MNRU_10DB.wav;10;1
02_w_29;w125_hamhung_d4_4c_IRS_NB_AMRNB_4_75.wav;29;2.0374722
02_w_29;w148_phuntsholing_d1_1a1b_MNRU_10DB.wav;10;1
02_w_29;w148_phuntsholing_d1_1c_05_BP900_2500.wav;10;1
02_w_29;w148_phuntsholing_d2_2b_IRS_NB_AMRNB_4_75.wav;36;2.6360968
02_w_29;w148_phuntsholing_d3_3a3b_SWB_EVS_16_4.wav;62;4.7107824
02_w_29;w148_phuntsholing_d3_3c1_HP135_WB_G722_64.wav;70;5.0098
02_w_29;w148_phuntsholing_d3_3c2_ref.wav;58;4.4737216
02_w_29;w148_phuntsholing_d4_4a4b_HP135_WB_AMRWB_6_6.wav;16;1.1940088
02_w_29;w148_phuntsholing_d4_4c_IRS_NB_G711_A_64.wav;37;2.7254674
02_w_29;w174_reykjavik_d1_1a1b_IRS_NB_AMRNB_4_75.wav;16;1.1940088
02_w_29;w174_reykjavik_d1_1c_05_HP135_WB_AMRWB_6_6.wav;17;1.2405354
02_w_29;w174_reykjavik_d2_2b_IRS_NB_G711_A_64.wav;35;2.547375
02_w_29;w174_reykjavik_d3_3a3b_BP900_2500.wav;14;1.1124912
02_w_29;w174_reykjavik_d3_3c1_SWB_EVS_16_4.wav;60;4.5985
02_w_29;w174_reykjavik_d3_3c2_HP135_WB_G722_64.wav;40;2.9959
02_w_29;w174_reykjavik_d4_4a4b_MNRU_10DB.wav;10;1
02_w_29;w174_reykjavik_d4_4c_ref.wav;52;4.0369864
02_w_29;w257_nasinu_d1_1a1b_IRS_NB_AMRNB_4_75.wav;32;2.2866744
02_w_29;w257_nasinu_d1_1c_06_HP135_WB_AMRWB_6_6.wav;19;1.3443382
02_w_29;w257_nasinu_d2_2b_IRS_NB_G711_A_64.wav;50;3.8748
02_w_29;w257_nasinu_d3_3a3b_ref.wav;60;4.5985
02_w_29;w257_nasinu_d3_3c1_BP900_2500.wav;11;1.0214118
02_w_29;w257_nasinu_d3_3c2_HP135_WB_G722_64.wav;55;4.265875
02_w_29;w257_nasinu_d4_4a4b_SWB_EVS_16_4.wav;60;4.5985
02_w_29;w257_nasinu_d4_4c_MNRU_10DB.wav;10;1
03_w_31;m041_bucharest_d1_1a1b_IRS_NB_AMRNB_4_75.wav;40;2.9959
03_w_31;m041_bucharest_d1_1c_03_SWB_EVS_16_4.wav;56;4.3377048
03_w_31;m041_bucharest_d2_2b_HP135_WB_G722_64.wav;61;4.6562818
03_w_31;m041_bucharest_d3_3a3b_ref.wav;61;4.6562818
03_w_31;m041_bucharest_d3_3c1_HP135_WB_AMRWB_6_6.wav;49;3.7913002
03_w_31;m041_bucharest_d3_3c2_MNRU_10DB.wav;15;1.151275
03_w_31;m041_bucharest_d4_4a4b_IRS_NB_G711_A_64.wav;29;2.0374722
03_w_31;m041_bucharest_d4_4c_BP900_2500.wav;18;1.2906976
03_w_31;m061_alrayyan_d1_1a1b_HP135_WB_G722_64.wav;55;4.265875
03_w_31;m061_alrayyan_d1_1c_03_ref.wav;65;4.853025
03_w_31;m061_alrayyan_d2_2b_MNRU_10DB.wav;14;1.1124912
03_w_31;m061_alrayyan_d3_3a3b_BP900_2500.wav;21;1.4614258
03_w_31;m061_alrayyan_d3_3c1_IRS_NB_AMRNB_4_75.wav;34;2.4594592
03_w_31;m061_alrayyan_d3_3c2_SWB_EVS_16_4.wav;43;3.2665126
03_w_31;m061_alrayyan_d4_4a4b_HP135_WB_AMRWB_6_6.wav;30;2.119
03_w_31;m061_alrayyan_d4_4c_IRS_NB_G711_A_64.wav;27;1.8798214
03_w_31;m096_helsinki_d1_1a1b_IRS_NB_AMRNB_4_75.wav;22;1.5245584
03_w_31;m096_helsinki_d1_1c_07_MNRU_10DB.wav;13;1.0778146
03_w_31;m096_helsinki_d2_2b_IRS_NB_G711_A_64.wav;40;2.9959
03_w_31;m096_helsinki_d3_3a_01_SWB_EVS_16_4.wav;68;4.9600776
03_w_31;m096_helsinki_d3_3c1_HP135_WB_AMRWB_6_6.wav;48;3.7064056
03_w_31;m096_helsinki_d3_3c2_ref.wav;40;2.9959
03_w_31;m096_helsinki_d4_4a4b_HP135_WB_G722_64.wav;32;2.2866744
03_w_31;m096_helsinki_d4_4c_BP900_2500.wav;18;1.2906976
03_w_31;m097_basseterre_d1_1a1b_MNRU_10DB.wav;11;1.0214118
03_w_31;m097_basseterre_d1_1c_08_HP135_WB_AMRWB_6_6.wav;31;2.2021198
03_w_31;m097_basseterre_d2_2b_ref.wav;64;4.8093112
03_w_31;m097_basseterre_d3_3a3b_SWB_EVS_16_4.wav;64;4.8093112
03_w_31;m097_basseterre_d3_3c1_HP135_WB_G722_64.wav;68;4.9600776
03_w_31;m097_basseterre_d3_3c2_IRS_NB_G711_A_64.wav;50;3.8748
03_w_31;m097_basseterre_d4_4a4b_IRS_NB_AMRNB_4_75.wav;22;1.5245584
03_w_31;m097_basseterre_d4_4c_BP900_2500.wav;20;1.4013
03_w_31;m171_barentsburg_d1_1a1b_HP135_WB_G722_64.wav;50;3.8748
03_w_31;m171_barentsburg_d1_1c_06_IRS_NB_G711_A_64.wav;39;2.9055262
03_w_31;m171_barentsburg_d2_2b_MNRU_10DB.wav;10;1
03_w_31;m171_barentsburg_d3_3a3b_IRS_NB_AMRNB_4_75.wav;32;2.2866744
03_w_31;m171_barentsburg_d3_3c1_SWB_EVS_16_4.wav;40;2.9959
03_w_31;m171_barentsburg_d3_3c2_BP900_2500.wav;21;1.4614258
03_w_31;m171_barentsburg_d4_4a4b_HP135_WB_AMRWB_6_6.wav;34;2.4594592
03_w_31;m171_barentsburg_d4_4c_ref.wav;40;2.9959
03_w_31;m263_andorralavella_d1_1a1b_ref.wav;58;4.4737216
03_w_31;m263_andorralavella_d1_1c_12_IRS_NB_AMRNB_4_75.wav;24;1.6592152
03_w_31;m263_andorralavella_d2_2b_BP900_2500.wav;18;1.2906976
03_w_31;m263_andorralavella_d3_3a3b_MNRU_10DB.wav;16;1.1940088
03_w_31;m263_andorralavella_d3_3c1_HP135_WB_G722_64.wav;41;3.0862938
03_w_31;m263_andorralavella_d3_3c2_HP135_WB_AMRWB_6_6.wav;24;1.6592152
03_w_31;m263_andorralavella_d4_4a4b_SWB_EVS_16_4.wav;60;4.5985
03_w_31;m263_andorralavella_d4_4c_IRS_NB_G711_A_64.wav;40;2.9959
03_w_31;w008_dakar_d1_1a1b_MNRU_10DB.wav;11;1.0214118
03_w_31;w008_dakar_d1_1c_06_HP135_WB_AMRWB_6_6.wav;30;2.119
03_w_31;w008_dakar_d2_2b_HP135_WB_G722_64.wav;58;4.4737216
03_w_31;w008_dakar_d3_3a3b_ref.wav;52;4.0369864
03_w_31;w008_dakar_d3_3c1_IRS_NB_G711_A_64.wav;27;1.8798214
03_w_31;w008_dakar_d3_3c2_SWB_EVS_16_4.wav;50;3.8748
03_w_31;w008_dakar_d4_4a4b_BP900_2500.wav;22;1.5245584
03_w_31;w008_dakar_d4_4c_IRS_NB_AMRNB_4_75.wav;22;1.5245584
03_w_31;w094_hakupu_d1_1a1b_HP135_WB_AMRWB_6_6.wav;30;2.119
03_w_31;w094_hakupu_d1_1c_12_BP900_2500.wav;16;1.1940088
03_w_31;w094_hakupu_d2_2b_IRS_NB_G711_A_64.wav;27;1.8798214
03_w_31;w094_hakupu_d3_3a3b_SWB_EVS_16_4.wav;40;2.9959
03_w_31;w094_hakupu_d3_3c1_IRS_NB_AMRNB_4_75.wav;27;1.8798214
03_w_31;w094_hakupu_d3_3c2_MNRU_10DB.wav;10;1
03_w_31;w094_hakupu_d4_4a4b_HP135_WB_G722_64.wav;45;3.444925
03_w_31;w094_hakupu_d4_4c_ref.wav;50;3.8748
03_w_31;w125_hamhung_d1_1a1b_IRS_NB_G711_A_64.wav;24;1.6592152
03_w_31;w125_hamhung_d1_1c_03_HP135_WB_AMRWB_6_6.wav;28;1.9576936
03_w_31;w125_hamhung_d2_2b_HP135_WB_G722_64.wav;39;2.9055262
03_w_31;w125_hamhung_d3_3a3b_BP900_2500.wav;20;1.4013
03_w_31;w125_hamhung_d3_3c1_SWB_EVS_16_4.wav;51;3.9567478
03_w_31;w125_hamhung_d3_3c2_ref.wav;56;4.3377048
03_w_31;w125_hamhung_d4_4a4b_MNRU_10DB.wav;12;1.0474024
03_w_31;w125_hamhung_d4_4c_IRS_NB_AMRNB_4_75.wav;25;1.730425
03_w_31;w148_phuntsholing_d1_1a1b_MNRU_10DB.wav;11;1.0214118
03_w_31;w148_phuntsholing_d1_1c_05_BP900_2500.wav;11;1.0214118
03_w_31;w148_phuntsholing_d2_2b_IRS_NB_AMRNB_4_75.wav;40;2.9959
03_w_31;w148_phuntsholing_d3_3a3b_SWB_EVS_16_4.wav;47;3.6202734
03_w_31;w148_phuntsholing_d3_3c1_HP135_WB_G722_64.wav;51;3.9567478
03_w_31;w148_phuntsholing_d3_3c2_ref.wav;49;3.7913002
03_w_31;w148_phuntsholing_d4_4a4b_HP135_WB_AMRWB_6_6.wav;25;1.730425
03_w_31;w148_phuntsholing_d4_4c_IRS_NB_G711_A_64.wav;27;1.8798214
03_w_31;w174_reykjavik_d1_1a1b_IRS_NB_AMRNB_4_75.wav;27;1.8798214
03_w_31;w174_reykjavik_d1_1c_05_HP135_WB_AMRWB_6_6.wav;33;2.3725066
03_w_31;w174_reykjavik_d2_2b_IRS_NB_G711_A_64.wav;19;1.3443382
03_w_31;w174_reykjavik_d3_3a3b_BP900_2500.wav;20;1.4013
03_w_31;w174_reykjavik_d3_3c1_SWB_EVS_16_4.wav;38;2.8153296
03_w_31;w174_reykjavik_d3_3c2_HP135_WB_G722_64.wav;60;4.5985
03_w_31;w174_reykjavik_d4_4a4b_MNRU_10DB.wav;11;1.0214118
03_w_31;w174_reykjavik_d4_4c_ref.wav;32;2.2866744
03_w_31;w257_nasinu_d1_1a1b_IRS_NB_AMRNB_4_75.wav;28;1.9576936
03_w_31;w257_nasinu_d1_1c_06_HP135_WB_AMRWB_6_6.wav;32;2.2866744
03_w_31;w257_nasinu_d2_2b_IRS_NB_G711_A_64.wav;40;2.9959
03_w_31;w257_nasinu_d3_3a3b_ref.wav;50;3.8748
03_w_31;w257_nasinu_d3_3c1_BP900_2500.wav;16;1.1940088
03_w_31;w257_nasinu_d3_3c2_HP135_WB_G722_64.wav;56;4.3377048
03_w_31;w257_nasinu_d4_4a4b_SWB_EVS_16_4.wav;50;3.8748
03_w_31;w257_nasinu_d4_4c_MNRU_10DB.wav;17;1.2405354
04_w_24;m041_bucharest_d1_1a1b_IRS_NB_AMRNB_4_75.wav;49;3.7913002
04_w_24;m041_bucharest_d1_1c_03_SWB_EVS_16_4.wav;58;4.4737216
04_w_24;m041_bucharest_d2_2b_HP135_WB_G722_64.wav;57;4.4070394
04_w_24;m041_bucharest_d3_3a3b_ref.wav;61;4.6562818
04_w_24;m041_bucharest_d3_3c1_HP135_WB_AMRWB_6_6.wav;55;4.265875
04_w_24;m041_bucharest_d3_3c2_MNRU_10DB.wav;21;1.4614258
04_w_24;m041_bucharest_d4_4a4b_IRS_NB_G711_A_64.wav;46;3.5330608
04_w_24;m041_bucharest_d4_4c_BP900_2500.wav;20;1.4013
04_w_24;m061_alrayyan_d1_1a1b_HP135_WB_G722_64.wav;57;4.4070394
04_w_24;m061_alrayyan_d1_1c_03_ref.wav;58;4.4737216
04_w_24;m061_alrayyan_d2_2b_MNRU_10DB.wav;20;1.4013
04_w_24;m061_alrayyan_d3_3a3b_BP900_2500.wav;20;1.4013
04_w_24;m061_alrayyan_d3_3c1_IRS_NB_AMRNB_4_75.wav;48;3.7064056
04_w_24;m061_alrayyan_d3_3c2_SWB_EVS_16_4.wav;53;4.1153586
04_w_24;m061_alrayyan_d4_4a4b_HP135_WB_AMRWB_6_6.wav;57;4.4070394
04_w_24;m061_alrayyan_d4_4c_IRS_NB_G711_A_64.wav;45;3.444925
04_w_24;m096_helsinki_d1_1a1b_IRS_NB_AMRNB_4_75.wav;39;2.9055262
04_w_24;m096_helsinki_d1_1c_07_MNRU_10DB.wav;20;1.4013
04_w_24;m096_helsinki_d2_2b_IRS_NB_G711_A_64.wav;40;2.9959
04_w_24;m096_helsinki_d3_3a_01_SWB_EVS_16_4.wav;57;4.4070394
04_w_24;m096_helsinki_d3_3c1_HP135_WB_AMRWB_6_6.wav;40;2.9959
04_w_24;m096_helsinki_d3_3c2_ref.wav;60;4.5985
04_w_24;m096_helsinki_d4_4a4b_HP135_WB_G722_64.wav;53;4.1153586
04_w_24;m096_helsinki_d4_4c_BP900_2500.wav;19;1.3443382
04_w_24;m097_basseterre_d1_1a1b_MNRU_10DB.wav;24;1.6592152
04_w_24;m097_basseterre_d1_1c_08_HP135_WB_AMRWB_6_6.wav;52;4.0369864
04_w_24;m097_basseterre_d2_2b_ref.wav;62;4.7107824
04_w_24;m097_basseterre_d3_3a3b_SWB_EVS_16_4.wav;63;4.7618446
04_w_24;m097_basseterre_d3_3c1_HP135_WB_G722_64.wav;58;4.4737216
04_w_24;m097_basseterre_d3_3c2_IRS_NB_G711_A_64.wav;51;3.9567478
04_w_24;m097_basseterre_d4_4a4b_IRS_NB_AMRNB_4_75.wav;45;3.444925
04_w_24;m097_basseterre_d4_4c_BP900_2500.wav;20;1.4013
04_w_24;m171_barentsburg_d1_1a1b_HP135_WB_G722_64.wav;59;4.5375942
